==============================================================================================================
 SIERRA CHART TRADE OPTIMIZATION PLATFORM — PROBLEMATIC TRADE SEQUENCES AUDIT
 Criteria: Trades with Quantity > 3 Contracts (Exceeding [-3, +3] Position Limit)
==============================================================================================================

PART 1: CURRENT CLEAN PRODUCTION DATABASE (processed_trades)
Total Problematic Trades Found: 238
--------------------------------------------------------------------------------------------------------------
#    | Account            | Symbol     | Entry Time (NY)     | Side  | Entry     | Exit      | Qty  | PnL ($)   
--------------------------------------------------------------------------------------------------------------
1    | TM_10              | CLJ25      | 2025-03-09T22:06:10 | SHORT | 66.90     | 66.90     | 6    | $0.00     
400  | TM_10              | FDAX       | 2024-08-05T16:46:15 | SHORT | 17487.00  | 17488.00  | 6    | $-150.00  
401  | TM_10              | FDAX       | 2024-08-05T17:26:31 | SHORT | 17434.00  | 17437.00  | 6    | $-450.00  
402  | TM_10              | FDAX       | 2024-08-06T01:11:49 | SHORT | 17617.00  | 17626.00  | 6    | $-1,350.00
403  | TM_10              | FDAX       | 2024-08-06T06:32:36 | LONG  | 17568.00  | 17552.00  | 6    | $-2,400.00
404  | TM_10              | FDAX       | 2024-08-06T06:39:36 | LONG  | 17585.00  | 17584.00  | 6    | $-150.00  
405  | TM_10              | FDAX       | 2024-08-06T07:09:03 | LONG  | 17546.00  | 17534.00  | 6    | $-1,800.00
406  | TM_10              | FDAX       | 2024-08-06T07:15:41 | LONG  | 17436.00  | 17426.00  | 6    | $-1,500.00
407  | TM_10              | FDAX       | 2024-08-06T07:24:12 | LONG  | 17531.00  | 17501.00  | 6    | $-4,500.00
408  | TM_10              | FDAX       | 2024-08-06T10:51:54 | LONG  | 17442.00  | 17410.00  | 6    | $-4,800.00
409  | TM_10              | FDAX       | 2024-08-06T11:39:26 | LONG  | 17444.00  | 17445.00  | 4    | $100.00   
410  | TM_10              | FDAX       | 2024-08-06T12:06:11 | SHORT | 17407.00  | 17412.00  | 6    | $-750.00  
411  | TM_10              | FDAX       | 2024-08-06T13:31:03 | LONG  | 17344.00  | 17322.00  | 6    | $-3,300.00
412  | TM_10              | FDAX       | 2024-08-06T13:54:05 | LONG  | 17388.00  | 17385.00  | 6    | $-450.00  
413  | TM_10              | FDAX       | 2024-08-06T14:17:54 | LONG  | 17434.00  | 17404.00  | 6    | $-4,500.00
414  | TM_10              | FDAX       | 2024-08-06T14:26:10 | SHORT | 17419.00  | 17449.00  | 6    | $-4,500.00
415  | TM_10              | FDAX       | 2024-08-08T12:45:11 | SHORT | 17635.00  | 17640.00  | 6    | $-750.00  
416  | TM_10              | FDAX       | 2024-08-08T12:47:09 | SHORT | 17662.00  | 17664.00  | 6    | $-300.00  
417  | TM_10              | FDAX       | 2024-08-08T12:54:15 | SHORT | 17650.00  | 17652.00  | 6    | $-300.00  
418  | TM_10              | FDAX       | 2024-08-09T01:35:09 | LONG  | 17763.00  | 17753.00  | 6    | $-1,500.00
419  | TM_10              | FDAX       | 2024-08-09T03:22:06 | SHORT | 17810.00  | 17815.00  | 6    | $-750.00  
420  | TM_10              | FDAX       | 2024-08-09T04:45:15 | LONG  | 17794.00  | 17776.00  | 6    | $-2,700.00
421  | TM_10              | FDAX       | 2024-08-09T06:18:34 | LONG  | 17771.00  | 17754.00  | 6    | $-2,550.00
422  | TM_10              | FDAX       | 2024-08-09T08:51:10 | LONG  | 17833.00  | 17834.00  | 4    | $100.00   
423  | TM_10              | FDAX       | 2024-08-09T10:18:20 | SHORT | 17827.00  | 17829.00  | 6    | $-300.00  
424  | TM_10              | FDAX       | 2024-08-09T12:55:41 | LONG  | 17738.00  | 17724.00  | 6    | $-2,100.00
425  | TM_10              | FDAX       | 2024-08-09T13:21:09 | LONG  | 17745.00  | 17715.00  | 6    | $-4,500.00
426  | TM_10              | FDAX       | 2024-08-09T18:55:07 | LONG  | 17816.00  | 17817.00  | 4    | $100.00   
427  | TM_10              | FDAX       | 2024-08-12T00:32:36 | LONG  | 17866.00  | 17863.00  | 6    | $-450.00  
428  | TM_10              | FDAX       | 2024-08-12T03:51:50 | LONG  | 17868.00  | 17860.00  | 6    | $-1,200.00
429  | TM_10              | FDAX       | 2024-08-12T14:20:59 | SHORT | 17778.00  | 17780.00  | 6    | $-300.00  
430  | TM_10              | FDAX       | 2024-08-12T14:35:40 | SHORT | 17774.00  | 17776.00  | 6    | $-300.00  
431  | TM_10              | FDAX       | 2024-08-12T17:34:11 | LONG  | 17807.00  | 17805.00  | 6    | $-300.00  
432  | TM_10              | FDAX       | 2024-08-12T18:36:03 | LONG  | 17797.00  | 17775.00  | 6    | $-3,300.00
433  | TM_10              | FDAX       | 2024-08-13T00:37:26 | SHORT | 17772.00  | 17781.00  | 6    | $-1,350.00
434  | TM_10              | FDAX       | 2024-08-13T01:25:27 | SHORT | 17787.00  | 17795.00  | 6    | $-1,200.00
435  | TM_10              | FDAX       | 2024-08-13T03:19:38 | LONG  | 17814.00  | 17815.00  | 4    | $100.00   
436  | TM_10              | FDAX       | 2024-08-13T12:45:14 | SHORT | 17832.00  | 17830.00  | 6    | $300.00   
437  | TM_10              | FDAX       | 2024-08-14T04:43:29 | LONG  | 17934.00  | 17934.00  | 4    | $0.00     
438  | TM_10              | FDAX       | 2024-08-14T06:21:57 | LONG  | 17939.00  | 17941.00  | 4    | $200.00   
439  | TM_10              | FDAX       | 2024-08-14T11:25:21 | LONG  | 17945.00  | 17952.00  | 4    | $700.00   
440  | TM_10              | FDAX       | 2024-08-14T12:45:06 | LONG  | 17964.00  | 17965.00  | 4    | $100.00   
441  | TM_10              | FDAX       | 2024-08-14T13:06:35 | SHORT | 17961.00  | 17979.00  | 6    | $-2,700.00
442  | TM_10              | FDAX       | 2024-10-21T07:38:01 | LONG  | 19745.00  | 19743.00  | 6    | $-300.00  
443  | TM_10              | FDAX       | 2024-12-20T11:02:15 | LONG  | 19914.00  | 19913.00  | 6    | $-150.00  
444  | TM_10              | FDAX       | 2024-12-20T13:45:23 | LONG  | 19914.00  | 19912.00  | 6    | $-300.00  
445  | TM_10              | FDAX       | 2025-01-14T08:15:00 | LONG  | 20352.00  | 20358.00  | 6    | $900.00   
446  | TM_10              | FDAX       | 2025-01-15T13:45:02 | LONG  | 20630.00  | 20627.00  | 6    | $-450.00  
447  | TM_10              | FDAX       | 2025-01-20T13:45:05 | LONG  | 21035.00  | 21059.00  | 6    | $3,600.00 
448  | TM_10              | FDAX       | 2025-01-20T17:40:12 | LONG  | 21082.00  | 21075.00  | 6    | $-1,050.00
449  | TM_10              | FDAX       | 2025-01-30T20:51:49 | LONG  | 21878.00  | 21873.00  | 6    | $-750.00  
450  | TM_10              | FDAX       | 2025-03-12T00:51:46 | SHORT | 22486.00  | 22493.00  | 6    | $-1,050.00
451  | TM_10              | FDAX       | 2025-03-12T12:31:13 | LONG  | 22755.00  | 22754.00  | 6    | $-150.00  
452  | TM_10              | FDAX       | 2025-03-24T09:41:39 | LONG  | 23195.00  | 23189.00  | 6    | $-900.00  
453  | TM_10              | FDAX       | 2025-06-23T10:27:10 | SHORT | 23422.00  | 23425.00  | 6    | $-450.00  
454  | TM_10              | FDAX       | 2025-07-23T11:23:28 | LONG  | 24249.00  | 24238.00  | 6    | $-1,650.00
455  | TM_10              | FDAX       | 2025-07-23T16:09:40 | SHORT | 24423.00  | 24426.00  | 6    | $-450.00  
456  | TM_10              | FDAX       | 2025-07-23T16:18:26 | LONG  | 24561.00  | 24551.00  | 6    | $-1,500.00
457  | TM_9               | FDAX       | 2024-05-31T10:54:00 | LONG  | 18519.00  | 18517.00  | 6    | $-300.00  
458  | TM_9               | FDAX       | 2024-05-31T13:44:59 | LONG  | 18579.00  | 18577.00  | 6    | $-300.00  
459  | TM_9               | FDAX       | 2024-05-31T17:31:41 | LONG  | 18554.00  | 18552.00  | 6    | $-300.00  
460  | TM_9               | FDAX       | 2024-05-31T19:57:58 | LONG  | 18637.00  | 18631.00  | 6    | $-900.00  
461  | TM_9               | FDAX       | 2024-06-03T06:33:56 | LONG  | 18720.00  | 18718.00  | 6    | $-300.00  
462  | TM_9               | FDAX       | 2024-06-03T07:15:00 | LONG  | 18705.00  | 18705.00  | 6    | $0.00     
463  | TM_9               | FDAX       | 2024-06-03T12:55:42 | LONG  | 18729.00  | 18727.00  | 6    | $-300.00  
464  | TM_9               | FDAX       | 2024-06-03T14:15:00 | SHORT | 18691.00  | 18693.00  | 6    | $-300.00  
465  | TM_9               | FDAX       | 2024-06-03T15:56:11 | SHORT | 18628.00  | 18630.00  | 6    | $-300.00  
466  | TM_9               | FDAX       | 2024-06-04T10:30:02 | LONG  | 18431.00  | 18429.00  | 6    | $-300.00  
467  | TM_9               | FDAX       | 2024-06-04T11:16:59 | LONG  | 18472.00  | 18470.00  | 6    | $-300.00  
468  | TM_9               | FDAX       | 2024-06-04T13:15:00 | LONG  | 18537.00  | 18543.00  | 6    | $900.00   
469  | TM_9               | FDAX       | 2024-06-04T16:40:26 | LONG  | 18458.00  | 18456.00  | 6    | $-300.00  
470  | TM_9               | FDAX       | 2024-06-04T19:22:29 | LONG  | 18494.00  | 18493.00  | 6    | $-150.00  
471  | TM_9               | FDAX       | 2024-06-06T01:21:14 | LONG  | 18697.00  | 18660.00  | 6    | $-5,550.00
472  | TM_9               | FDAX       | 2024-06-06T09:38:19 | LONG  | 18742.00  | 18733.00  | 6    | $-1,350.00
473  | TM_9               | FDAX       | 2024-06-07T06:15:02 | LONG  | 18651.00  | 18652.00  | 4    | $100.00   
474  | TM_9               | FDAX       | 2024-06-07T12:55:17 | LONG  | 18493.00  | 18529.00  | 4    | $3,600.00 
475  | TM_9               | FDAX       | 2024-06-07T13:24:25 | LONG  | 18528.00  | 18526.00  | 6    | $-300.00  
476  | TM_9               | FDAX       | 2024-06-07T13:24:38 | LONG  | 18528.00  | 18511.00  | 4    | $-1,700.00
477  | TM_9               | FDAX       | 2024-06-13T12:45:53 | SHORT | 18458.00  | 18463.00  | 6    | $-750.00  
478  | TM_9               | FDAX       | 2024-06-13T13:44:59 | LONG  | 18439.00  | 18427.00  | 6    | $-1,800.00
479  | TM_9               | FDAX       | 2024-06-14T15:05:48 | LONG  | 17992.00  | 18015.00  | 4    | $2,300.00 
480  | TM_9               | FDAX       | 2024-06-17T00:44:34 | LONG  | 18033.00  | 18059.00  | 4    | $2,600.00 
481  | TM_9               | FDAX       | 2024-06-18T06:15:23 | LONG  | 18393.00  | 18382.00  | 6    | $-1,650.00
482  | TM_9               | FDAX       | 2024-06-18T06:40:14 | LONG  | 18408.00  | 18371.00  | 6    | $-5,550.00
483  | TM_9               | FDAX       | 2024-06-18T10:01:41 | LONG  | 18342.00  | 18312.00  | 6    | $-4,500.00
484  | TM_9               | FDAX       | 2024-06-18T11:51:10 | LONG  | 18293.00  | 18293.00  | 4    | $0.00     
485  | TM_9               | FDAX       | 2024-06-18T14:35:42 | LONG  | 18321.00  | 18317.00  | 6    | $-600.00  
486  | TM_9               | FDAX       | 2024-06-19T09:15:00 | LONG  | 18262.00  | 18269.00  | 4    | $700.00   
487  | TM_9               | FDAX       | 2024-06-20T04:43:14 | LONG  | 18328.00  | 18294.00  | 6    | $-5,100.00
488  | TM_9               | FDAX       | 2024-06-20T14:47:07 | LONG  | 18396.00  | 18397.00  | 4    | $100.00   
489  | TM_9               | FDAX       | 2024-06-21T00:59:55 | LONG  | 18412.00  | 18413.00  | 4    | $100.00   
490  | TM_9               | FDAX       | 2024-06-21T07:54:44 | LONG  | 18387.00  | 18385.00  | 6    | $-300.00  
491  | TM_9               | FDAX       | 2024-06-21T09:39:20 | LONG  | 18342.00  | 18312.00  | 6    | $-4,500.00
492  | TM_9               | FDAX       | 2024-06-24T09:09:07 | LONG  | 18443.00  | 18444.00  | 4    | $100.00   
493  | TM_9               | FDAX       | 2024-06-24T14:32:35 | LONG  | 18514.00  | 18502.00  | 6    | $-1,800.00
494  | TM_9               | FDAX       | 2024-06-25T04:56:47 | LONG  | 18421.00  | 18398.00  | 6    | $-3,450.00
495  | TM_9               | FDAX       | 2024-06-25T14:21:22 | LONG  | 18327.00  | 18328.00  | 4    | $100.00   
496  | TM_9               | FDAX       | 2024-06-26T12:37:41 | LONG  | 18299.00  | 18269.00  | 6    | $-4,500.00
497  | TM_9               | FDAX       | 2024-06-27T07:26:30 | LONG  | 18384.00  | 18353.00  | 6    | $-4,650.00
498  | TM_9               | FDAX       | 2024-06-27T13:14:19 | LONG  | 18365.00  | 18368.00  | 6    | $450.00   
499  | TM_9               | FDAX       | 2024-06-27T13:53:38 | LONG  | 18391.00  | 18393.00  | 4    | $200.00   
500  | TM_9               | FDAX       | 2024-06-28T09:36:12 | LONG  | 18495.00  | 18501.00  | 4    | $600.00   
501  | TM_9               | FDAX       | 2024-06-28T13:12:20 | LONG  | 18387.00  | 18414.00  | 4    | $2,700.00 
502  | TM_9               | FDAX       | 2024-06-28T14:18:10 | LONG  | 18425.00  | 18449.00  | 4    | $2,400.00 
503  | TM_9               | FDAX       | 2024-07-01T06:51:51 | LONG  | 18589.00  | 18574.00  | 6    | $-2,250.00
504  | TM_9               | FDAX       | 2024-07-01T07:15:07 | LONG  | 18605.00  | 18571.00  | 6    | $-5,100.00
505  | TM_9               | FDAX       | 2024-07-01T14:14:21 | LONG  | 18527.00  | 18494.00  | 6    | $-4,950.00
506  | TM_9               | FDAX       | 2024-07-02T12:58:39 | LONG  | 18214.00  | 18204.00  | 6    | $-1,500.00
507  | TM_9               | FDAX       | 2024-07-02T14:07:04 | LONG  | 18284.00  | 18281.00  | 6    | $-450.00  
508  | TM_9               | FDAX       | 2024-07-02T14:32:50 | LONG  | 18303.00  | 18304.00  | 4    | $100.00   
509  | TM_9               | FDAX       | 2024-07-03T12:00:10 | LONG  | 18507.00  | 18489.00  | 6    | $-2,700.00
510  | TM_9               | FDAX       | 2024-07-03T12:41:21 | LONG  | 18480.00  | 18489.00  | 6    | $1,350.00 
511  | TM_9               | FDAX       | 2024-07-04T06:30:07 | LONG  | 18588.00  | 18573.00  | 6    | $-2,250.00
512  | TM_9               | FDAX       | 2024-07-04T07:14:20 | LONG  | 18595.00  | 18597.00  | 4    | $200.00   
513  | TM_9               | FDAX       | 2024-07-05T12:45:28 | LONG  | 18801.00  | 18788.00  | 6    | $-1,950.00
514  | TM_9               | FDAX       | 2024-07-08T12:54:39 | LONG  | 18714.00  | 18685.00  | 6    | $-4,350.00
515  | TM_9               | FDAX       | 2024-07-09T06:15:15 | LONG  | 18613.00  | 18582.00  | 6    | $-4,650.00
516  | TM_9               | FDAX       | 2024-07-09T08:59:25 | LONG  | 18596.00  | 18573.00  | 6    | $-3,450.00
517  | TM_9               | FDAX       | 2024-07-10T00:30:00 | LONG  | 18412.00  | 18407.00  | 6    | $-750.00  
518  | TM_9               | FDAX       | 2024-07-10T14:52:40 | LONG  | 18535.00  | 18532.00  | 6    | $-450.00  
519  | TM_9               | FDAX       | 2024-07-11T15:00:46 | LONG  | 18694.00  | 18671.00  | 6    | $-3,450.00
520  | TM_9               | FDAX       | 2024-07-12T02:01:47 | LONG  | 18689.00  | 18691.00  | 4    | $200.00   
521  | TM_9               | FDAX       | 2024-07-12T10:55:19 | LONG  | 18761.00  | 18740.00  | 6    | $-3,150.00
522  | TM_9               | FDAX       | 2024-07-12T12:29:26 | LONG  | 18750.00  | 18718.00  | 6    | $-4,800.00
523  | TM_9               | FDAX       | 2024-07-12T12:45:03 | LONG  | 18682.00  | 18682.00  | 6    | $0.00     
524  | TM_9               | FDAX       | 2024-07-16T05:54:24 | LONG  | 18690.00  | 18688.00  | 6    | $-300.00  
525  | TM_9               | FDAX       | 2024-07-17T03:28:34 | LONG  | 18700.00  | 18681.00  | 6    | $-2,850.00
526  | TM_9               | FDAX       | 2024-07-17T04:05:01 | LONG  | 18699.00  | 18666.00  | 6    | $-4,950.00
527  | TM_9               | FDAX       | 2024-07-17T09:10:06 | LONG  | 18629.00  | 18598.00  | 6    | $-4,650.00
528  | TM_9               | FDAX       | 2024-07-17T13:50:12 | LONG  | 18586.00  | 18617.00  | 4    | $3,100.00 
529  | TM_9               | FDAX       | 2024-07-18T11:23:10 | LONG  | 18622.00  | 18623.00  | 4    | $100.00   
530  | TM_9               | FDAX       | 2024-07-18T14:30:51 | LONG  | 18618.00  | 18597.00  | 6    | $-3,150.00
531  | TM_9               | FDAX       | 2024-07-18T14:46:39 | LONG  | 18588.00  | 18577.00  | 6    | $-1,650.00
532  | TM_9               | FDAX       | 2024-07-18T18:47:05 | LONG  | 18445.00  | 18424.00  | 6    | $-3,150.00
533  | TM_9               | FDAX       | 2024-07-19T00:30:01 | LONG  | 18463.00  | 18460.00  | 6    | $-450.00  
534  | TM_9               | FDAX       | 2024-07-19T02:15:48 | LONG  | 18456.00  | 18457.00  | 4    | $100.00   
535  | TM_9               | FDAX       | 2024-07-19T07:56:20 | LONG  | 18332.00  | 18319.00  | 6    | $-1,950.00
536  | TM_9               | FDAX       | 2024-07-19T08:01:04 | LONG  | 18331.00  | 18332.00  | 4    | $100.00   
537  | TM_9               | FDAX       | 2024-07-19T09:01:10 | LONG  | 18351.00  | 18327.00  | 6    | $-3,600.00
538  | TM_9               | FDAX       | 2024-07-19T09:46:06 | LONG  | 18351.00  | 18320.00  | 6    | $-4,650.00
539  | TM_9               | FDAX       | 2024-07-22T09:26:27 | LONG  | 18504.00  | 18535.00  | 4    | $3,100.00 
540  | TM_9               | FDAX       | 2024-07-22T12:45:00 | LONG  | 18566.00  | 18570.00  | 6    | $600.00   
541  | TM_9               | FDAX       | 2024-07-23T01:28:38 | LONG  | 18607.00  | 18577.00  | 6    | $-4,500.00
542  | TM_9               | FDAX       | 2024-07-23T08:19:44 | LONG  | 18607.00  | 18651.00  | 4    | $4,400.00 
543  | TM_9               | FDAX       | 2024-07-23T14:57:10 | LONG  | 18657.00  | 18656.00  | 6    | $-150.00  
544  | TM_9               | FDAX       | 2024-07-24T00:48:42 | LONG  | 18623.00  | 18600.00  | 6    | $-3,450.00
545  | TM_9               | FDAX       | 2024-07-24T08:56:52 | LONG  | 18508.00  | 18513.00  | 6    | $750.00   
546  | TM_9               | FDAX       | 2024-07-24T10:19:18 | LONG  | 18543.00  | 18561.00  | 6    | $2,700.00 
547  | TM_9               | FDAX       | 2024-07-24T12:27:01 | LONG  | 18534.00  | 18509.00  | 6    | $-3,750.00
548  | TM_9               | FDAX       | 2024-07-24T17:26:02 | LONG  | 18519.00  | 18488.00  | 6    | $-4,650.00
549  | TM_9               | FDAX       | 2024-07-25T04:10:12 | LONG  | 18446.00  | 18443.00  | 6    | $-450.00  
550  | TM_9               | FDAX       | 2024-07-25T07:15:38 | LONG  | 18350.00  | 18327.00  | 6    | $-3,450.00
551  | TM_9               | FDAX       | 2024-07-25T12:56:58 | LONG  | 18283.00  | 18300.00  | 4    | $1,700.00 
552  | TM_9               | FDAX       | 2024-07-25T13:39:58 | LONG  | 18331.00  | 18324.00  | 6    | $-1,050.00
553  | TM_9               | FDAX       | 2024-07-25T13:56:36 | LONG  | 18354.00  | 18323.00  | 6    | $-4,650.00
554  | TM_9               | FDAX       | 2024-07-25T19:36:05 | LONG  | 18417.00  | 18404.00  | 6    | $-1,950.00
555  | TM_9               | FDAX       | 2024-07-29T14:31:58 | LONG  | 18489.00  | 18457.00  | 6    | $-4,800.00
556  | TM_9               | FDAX       | 2024-07-30T00:30:27 | LONG  | 18433.00  | 18398.00  | 6    | $-5,250.00
557  | TM_9               | FDAX       | 2024-07-30T13:50:49 | LONG  | 18546.00  | 18545.00  | 4    | $-100.00  
558  | TM_9               | FDAX       | 2024-07-30T17:23:05 | LONG  | 18511.00  | 18515.00  | 6    | $600.00   
559  | TM_9               | FDAX       | 2024-07-31T06:16:08 | LONG  | 18635.00  | 18600.00  | 6    | $-5,250.00
560  | TM_9               | FDAX       | 2024-07-31T07:23:16 | LONG  | 18637.00  | 18636.00  | 6    | $-150.00  
561  | TM_9               | FDAX       | 2024-07-31T07:51:49 | LONG  | 18655.00  | 18640.00  | 6    | $-2,250.00
562  | TM_9               | FDAX       | 2024-07-31T18:56:24 | LONG  | 18654.00  | 18623.00  | 6    | $-4,650.00
563  | TM_9               | FDAX       | 2024-07-31T19:39:40 | LONG  | 18606.00  | 18580.00  | 6    | $-3,900.00
564  | TM_9               | FDAX       | 2024-08-01T17:23:58 | LONG  | 18139.00  | 18118.00  | 6    | $-3,150.00
565  | TM_9               | FDAX       | 2024-08-02T00:31:02 | LONG  | 18089.00  | 18055.00  | 6    | $-5,100.00
566  | TM_9               | FDAX       | 2024-08-02T07:23:22 | LONG  | 17978.00  | 17951.00  | 6    | $-4,050.00
567  | TM_9               | FDAX       | 2024-08-02T09:12:31 | LONG  | 18004.00  | 17974.00  | 6    | $-4,500.00
568  | TM_9               | FDAX       | 2024-08-02T11:27:27 | LONG  | 17886.00  | 17932.00  | 4    | $4,600.00 
569  | TM_9               | FDAX       | 2024-08-02T12:45:02 | LONG  | 17940.00  | 17911.00  | 6    | $-4,350.00
570  | TM_9               | FDAX       | 2024-08-02T14:05:09 | LONG  | 17854.00  | 17820.00  | 6    | $-5,100.00
571  | TM_9               | FDAX       | 2024-08-02T15:15:38 | LONG  | 17743.00  | 17731.00  | 6    | $-1,800.00
572  | TM_9               | FDAX       | 2024-08-02T15:19:38 | LONG  | 17725.00  | 17713.00  | 6    | $-1,800.00
573  | TM_9               | FDAX       | 2024-08-02T15:26:00 | LONG  | 17745.00  | 17722.00  | 6    | $-3,450.00
574  | TM_9               | FDAX       | 2024-08-02T17:51:55 | LONG  | 17769.00  | 17810.00  | 4    | $4,100.00 
575  | TM_9               | FDAX       | 2024-08-02T17:51:56 | LONG  | 17769.00  | 17810.00  | 4    | $4,100.00 
576  | TM_9               | FDAX       | 2024-08-05T06:24:53 | LONG  | 17405.00  | 17395.00  | 6    | $-1,500.00
577  | TM_9               | FDAX       | 2024-08-05T06:51:08 | LONG  | 17434.00  | 17431.00  | 6    | $-450.00  
578  | TM_9               | FDAX       | 2024-08-05T06:53:25 | LONG  | 17411.00  | 17379.00  | 6    | $-4,800.00
579  | TM_9               | FDAX       | 2024-08-05T07:07:39 | LONG  | 17381.00  | 17350.00  | 6    | $-4,650.00
580  | TM_9               | FDAX       | 2024-08-05T07:35:03 | LONG  | 17292.00  | 17293.00  | 4    | $100.00   
581  | TM_9               | FDAX       | 2024-08-05T07:59:09 | LONG  | 17320.00  | 17319.00  | 6    | $-150.00  
582  | TM_9               | FDAX       | 2024-08-05T08:19:56 | LONG  | 17357.00  | 17354.00  | 6    | $-450.00  
583  | TM_9               | FDAX       | 2024-08-05T08:38:59 | LONG  | 17370.00  | 17351.00  | 6    | $-2,850.00
584  | TM_9               | FDAX       | 2024-08-05T08:45:56 | LONG  | 17382.00  | 17351.00  | 6    | $-4,650.00
585  | TM_9               | FDAX       | 2024-08-05T08:54:14 | LONG  | 17357.00  | 17325.00  | 6    | $-4,800.00
586  | TM_9               | FDAX       | 2024-08-05T09:37:38 | LONG  | 17341.00  | 17319.00  | 6    | $-3,300.00
587  | TM_9               | FDAX       | 2024-08-05T11:30:03 | LONG  | 17294.00  | 17258.00  | 6    | $-5,400.00
588  | TM_9               | FDAX       | 2024-08-05T11:51:23 | LONG  | 17227.00  | 17215.00  | 6    | $-1,800.00
589  | TM_9               | FDAX       | 2024-08-05T13:31:53 | LONG  | 17247.00  | 17215.00  | 6    | $-4,800.00
590  | TM_9               | FDAX       | 2024-08-05T13:52:25 | LONG  | 17231.00  | 17209.00  | 6    | $-3,300.00
591  | TM_9               | FDAX       | 2024-08-05T14:40:21 | LONG  | 17358.00  | 17334.00  | 6    | $-3,600.00
592  | TM_9               | FDAX       | 2024-08-05T15:01:12 | LONG  | 17390.00  | 17360.00  | 6    | $-4,500.00
593  | TM_9               | FDAX       | 2024-08-05T18:12:14 | LONG  | 17445.00  | 17421.00  | 6    | $-3,600.00
594  | TM_9               | FDAX       | 2024-08-06T00:30:00 | LONG  | 17557.00  | 17514.00  | 6    | $-6,450.00
595  | TM_9               | FDAX       | 2024-08-06T01:25:36 | LONG  | 17640.00  | 17611.00  | 6    | $-4,350.00
596  | TM_9               | FDAX       | 2024-08-06T06:17:52 | LONG  | 17615.00  | 17624.00  | 4    | $900.00   
597  | TM_9               | FDAX       | 2024-08-06T07:08:44 | LONG  | 17550.00  | 17520.00  | 6    | $-4,500.00
598  | TM_9               | FDAX       | 2024-08-06T07:14:55 | LONG  | 17535.00  | 17500.00  | 6    | $-5,250.00
599  | TM_9               | FDAX       | 2024-08-06T07:17:32 | LONG  | 17488.00  | 17493.00  | 4    | $500.00   
600  | TM_9               | FDAX       | 2024-08-06T07:22:25 | LONG  | 17520.00  | 17488.00  | 6    | $-4,800.00
601  | TM_9               | FDAX       | 2024-08-06T07:49:23 | LONG  | 17569.00  | 17536.00  | 6    | $-4,950.00
602  | TM_9               | FDAX       | 2024-08-06T11:38:16 | LONG  | 17454.00  | 17428.00  | 6    | $-3,900.00
603  | TM_9               | FDAX       | 2024-08-06T12:25:29 | LONG  | 17427.00  | 17424.00  | 6    | $-450.00  
604  | TM_9               | FDAX       | 2024-08-06T13:54:03 | LONG  | 17382.00  | 17375.00  | 6    | $-1,050.00
605  | TM_9               | FDAX       | 2024-08-06T14:17:54 | LONG  | 17434.00  | 17404.00  | 6    | $-4,500.00
606  | TM_9               | FDAX       | 2024-08-06T18:11:00 | LONG  | 17508.00  | 17507.00  | 4    | $-100.00  
607  | TM_9               | FDAX       | 2024-08-07T03:26:22 | LONG  | 17604.00  | 17579.00  | 6    | $-3,750.00
608  | TM_9               | FDAX       | 2024-08-07T03:38:43 | LONG  | 17607.00  | 17610.00  | 4    | $300.00   
609  | TM_9               | FDAX       | 2024-08-07T06:07:53 | LONG  | 17592.00  | 17587.00  | 6    | $-750.00  
610  | TM_9               | FDAX       | 2024-08-07T06:40:28 | LONG  | 17502.00  | 17504.00  | 4    | $200.00   
611  | TM_9               | FDAX       | 2024-08-07T07:22:01 | LONG  | 17527.00  | 17506.00  | 6    | $-3,150.00
612  | TM_9               | FDAX       | 2024-08-07T08:04:08 | LONG  | 17562.00  | 17541.00  | 6    | $-3,150.00
613  | TM_9               | FDAX       | 2024-08-07T08:21:00 | LONG  | 17574.00  | 17568.00  | 6    | $-900.00  
614  | TM_9               | FDAX       | 2024-08-07T08:58:32 | LONG  | 17589.00  | 17615.00  | 4    | $2,600.00 
615  | TM_9               | FDAX       | 2024-08-07T09:39:32 | LONG  | 17635.00  | 17637.00  | 4    | $200.00   
616  | TM_9               | FDAX       | 2024-08-07T14:25:18 | LONG  | 17729.00  | 17698.00  | 6    | $-4,650.00
617  | TM_9               | FDAX       | 2024-08-08T06:13:00 | LONG  | 17597.00  | 17585.00  | 6    | $-1,800.00
618  | TM_9               | FDAX       | 2024-08-08T06:32:45 | LONG  | 17640.00  | 17637.00  | 6    | $-450.00  
619  | TM_9               | FDAX       | 2024-08-08T08:13:27 | LONG  | 17577.00  | 17562.00  | 6    | $-2,250.00
620  | TM_9               | FDAX       | 2024-08-08T09:00:53 | LONG  | 17587.00  | 17599.00  | 4    | $1,200.00 
621  | TM_9               | FDAX       | 2024-08-08T13:09:10 | LONG  | 17676.00  | 17642.00  | 6    | $-5,100.00
622  | TM_9               | FDAX       | 2024-08-08T13:52:52 | LONG  | 17675.00  | 17674.00  | 6    | $-150.00  
623  | TM_9               | FDAX       | 2024-08-08T15:41:28 | LONG  | 17743.00  | 17739.00  | 6    | $-600.00  
624  | TM_9               | FDAX       | 2024-08-08T17:10:39 | LONG  | 17753.00  | 17722.00  | 6    | $-4,650.00
625  | TM_9               | FDAX       | 2024-08-09T01:35:09 | LONG  | 17763.00  | 17753.00  | 6    | $-1,500.00
